//testing starting at a 45 degree angle from wall,,,,,,,,,,
4,EYE,FALSE,FALSE,2,0,0,0,0,0,0.55
//Forward using gyro to track at bearing 225 degrees,0.04gainonerror,,,,,,,,,
4,FWE34,FALSE,TRUE,1,225,0.04,0,0,0,0.55
//Right Turn with Radius of 18 inches,,,,,,,,,,
4,RRE45,FALSE,TRUE,18,0,0,0,0,0,0.55
//SF1 is move forward slowly until line is found then stop,,,,,,,,,,
4,SF1,FALSE,FALSE,19,0,0,0,0,0,0.3
3,LTE85,FALSE,FALSE,0,0,0,0,0,0,0.47
3,GTE170,FALSE,FALSE,0,0,0,0,0,0,0.47
4,ST1,FALSE,FALSE,2500,0,0,0,0,0,0
3,GTE180,FALSE,FALSE,0,0,0,0,0,0,0.47
5,BCL,FALSE,FALSE,0,0,0,0,0,0,0
10,ATB,FALSE,FALSE,0,0,0,0,0,0,0
4,EYE,FALSE,FALSE,2,0,0,0,0,0,0.55
3,RTE85,FALSE,FALSE,0,0,0,0,0,0,0.47
3,GTE270,FALSE,FALSE,0,0,0,0,0,0,0.47
//Forward using gyro to track at bearing 225 degrees,0.04gainonerror,,,,,,,,,
6,FWE43,FALSE,TRUE,1,270,0.04,0,0,0,0.55
//SF1 is move forward slowly until line is found then stop,,,,,,,,,,
4,SF1,FALSE,FALSE,12,0,0,0,0,0,0.3
3,LTE85,FALSE,FALSE,0,0,0,0,0,0,0.47
3,GTE180,FALSE,FALSE,0,0,0,0,0,0,0.47
5,BCL,FALSE,FALSE,0,0,0,0,0,0,0
10,ATB,FALSE,FALSE,0,0,0,0,0,0,0
3,LTE130,FALSE,TRUE,0,0,0,0,0,0,0.47
4,EYE,FALSE,FALSE,2,0,0,0,0,0,0.55
//Forward using gyro to track at bearing 48 degrees,0.04gainonerror,,,,,,,,,
6,FWE58,FALSE,FALSE,1,50,0.02,0,0,0,0.55
//leave this delay of 0 in there,insertingastepdoesn'tworkifinsertingwhenatthelaststep,,,,,,,,,
2,DEL0,FALSE,FALSE,0,0,0,0,0,0,0
